Merk,EngineSize,Cylinders,FuelType,FuelC
29.00,2.00,4.00,1.00,8.40
29.00,2.00,4.00,1.00,8.50
29.00,2.00,4.00,1.00,8.30
29.00,2.00,4.00,1.00,8.60
29.00,3.00,6.00,1.00,10.70
29.00,3.00,6.00,1.00,11.20
29.00,3.00,6.00,1.00,11.10
29.00,3.00,6.00,1.00,10.80
29.00,4.00,8.00,1.00,11.20
29.00,4.00,8.00,1.00,11.20
29.00,4.00,8.00,1.00,12.00
29.00,4.00,8.00,1.00,11.80
29.00,2.00,4.00,1.00,9.20
29.00,3.00,6.00,1.00,10.70
29.00,3.00,6.00,1.00,9.90
29.00,3.00,6.00,1.00,10.90
29.00,3.00,6.00,1.00,10.60
29.00,3.00,6.00,1.00,10.20
29.00,4.00,8.00,1.00,13.50
29.00,4.00,8.00,1.00,12.70
29.00,4.00,8.00,1.00,17.00
29.00,2.00,4.00,1.00,9.60
29.00,3.00,6.00,1.00,11.20
29.00,3.00,6.00,1.00,11.30
29.00,4.00,8.00,1.00,13.20
29.00,4.00,8.00,1.00,13.20
29.00,3.00,6.00,1.00,12.40
29.00,3.00,6.00,1.00,12.60
29.00,4.70,8.00,1.00,15.80
29.00,4.70,8.00,1.00,15.20
29.00,4.70,8.00,1.00,15.70
29.00,3.00,6.00,1.00,11.20
29.00,4.00,8.00,1.00,13.70
29.00,4.00,8.00,1.00,13.70
29.00,4.00,8.00,1.00,13.50
29.00,4.00,8.00,1.00,13.50
29.00,4.00,8.00,1.00,14.00
29.00,4.00,8.00,1.00,11.80
29.00,4.00,8.00,1.00,13.10
29.00,4.00,8.00,1.00,11.60
29.00,6.00,12.00,1.00,15.10
29.00,6.00,12.00,1.00,14.30
29.00,6.00,12.00,1.00,14.60
29.00,5.50,8.00,1.00,13.00
29.00,3.00,6.00,1.00,10.20
29.00,2.00,4.00,1.00,8.40
29.00,2.00,4.00,1.00,9.10
29.00,2.00,4.00,1.00,9.40
29.00,2.00,4.00,1.00,9.90
29.00,2.00,4.00,1.00,9.50
29.00,2.00,4.00,1.00,9.50
29.00,2.00,4.00,1.00,8.20
29.00,2.00,4.00,1.00,8.70
29.00,3.00,6.00,1.00,9.80
29.00,2.00,4.00,1.00,9.70
29.00,3.00,6.00,1.00,10.30
29.00,3.00,6.00,1.00,11.60
29.00,3.00,6.00,1.00,11.00
29.00,3.00,6.00,1.00,10.80
29.00,4.00,8.00,1.00,16.30
29.00,2.00,4.00,1.00,9.00
29.00,2.00,4.00,1.00,10.00
29.00,2.00,4.00,1.00,10.00
29.00,3.00,6.00,1.00,12.10
29.00,3.00,6.00,1.00,13.20
29.00,4.70,8.00,1.00,15.10
29.00,4.00,8.00,1.00,12.20
29.00,6.00,12.00,1.00,15.10
29.00,2.00,4.00,1.00,10.70
29.00,2.00,4.00,1.00,10.50
29.00,2.00,4.00,1.00,11.40
29.00,3.00,6.00,1.00,10.80
29.00,4.00,8.00,1.00,11.70
29.00,4.00,8.00,1.00,11.30
29.00,4.00,8.00,1.00,11.30
29.00,3.00,6.00,1.00,10.30
29.00,4.70,8.00,1.00,11.60
29.00,2.00,4.00,1.00,8.80
30.00,1.50,3.00,1.00,7.90
30.00,1.50,3.00,1.00,7.50
30.00,1.50,3.00,1.00,7.90
30.00,1.50,3.00,1.00,7.50
30.00,1.50,3.00,1.00,9.00
30.00,1.50,3.00,1.00,9.10
30.00,1.50,3.00,1.00,7.90
30.00,1.50,3.00,1.00,7.50
30.00,1.50,3.00,1.00,9.20
30.00,1.50,3.00,1.00,9.10
30.00,2.00,4.00,1.00,8.40
30.00,2.00,4.00,1.00,9.00
30.00,2.00,4.00,1.00,8.40
30.00,2.00,4.00,1.00,9.00
30.00,2.00,4.00,1.00,9.20
30.00,2.00,4.00,1.00,9.70
30.00,2.00,4.00,1.00,8.40
30.00,2.00,4.00,1.00,9.00
30.00,2.00,4.00,1.00,9.20
30.00,2.00,4.00,1.00,9.70
30.00,2.00,4.00,1.00,8.40
30.00,2.00,4.00,1.00,9.00
30.00,2.00,4.00,1.00,9.20
30.00,2.00,4.00,1.00,9.70
30.00,2.00,4.00,1.00,8.40
30.00,2.00,4.00,1.00,9.40
30.00,2.00,4.00,1.00,9.30
30.00,2.00,4.00,1.00,9.70
31.00,1.50,4.00,2.00,9.30
31.00,1.20,3.00,2.00,6.20
31.00,1.20,3.00,2.00,6.50
31.00,1.20,3.00,2.00,6.40
31.00,1.20,3.00,2.00,6.60
31.00,2.40,4.00,2.00,9.10
31.00,3.00,6.00,1.00,10.60
31.00,2.00,4.00,2.00,8.80
31.00,2.00,4.00,2.00,9.20
31.00,2.40,4.00,2.00,9.40
32.00,3.70,6.00,1.00,11.10
32.00,3.70,6.00,1.00,11.50
32.00,3.70,6.00,1.00,11.50
32.00,3.70,6.00,1.00,11.80
32.00,2.50,4.00,2.00,7.40
32.00,2.00,4.00,2.00,8.10
32.00,2.50,4.00,2.00,7.50
32.00,2.50,4.00,2.00,7.90
32.00,2.50,4.00,2.00,8.10
32.00,5.60,8.00,2.00,15.50
32.00,2.50,4.00,2.00,12.30
32.00,4.00,6.00,2.00,12.70
32.00,4.00,6.00,2.00,13.90
32.00,4.00,6.00,2.00,13.50
32.00,3.80,6.00,1.00,12.60
32.00,1.60,4.00,2.00,7.20
32.00,3.50,6.00,1.00,9.90
32.00,1.60,4.00,2.00,8.00
32.00,1.60,4.00,2.00,7.90
32.00,3.50,6.00,2.00,10.20
32.00,3.50,6.00,2.00,10.30
32.00,2.00,4.00,2.00,9.30
32.00,3.50,6.00,2.00,10.20
32.00,3.50,6.00,2.00,10.70
32.00,3.50,6.00,2.00,11.00
32.00,2.00,4.00,2.00,8.00
32.00,2.00,4.00,2.00,9.20
32.00,2.00,4.00,2.00,8.40
32.00,2.50,4.00,2.00,8.20
32.00,2.50,4.00,2.00,8.70
32.00,1.80,4.00,2.00,7.30
32.00,1.80,4.00,2.00,7.80
32.00,1.60,4.00,1.00,8.20
32.00,1.60,4.00,1.00,8.30
32.00,1.60,4.00,1.00,8.70
32.00,1.60,4.00,1.00,8.70
32.00,5.60,8.00,2.00,13.30
32.00,5.60,8.00,2.00,13.40
32.00,5.60,8.00,2.00,14.10
32.00,1.60,4.00,2.00,7.00
32.00,1.60,4.00,2.00,7.70
33.00,3.00,6.00,1.00,9.40
33.00,3.00,6.00,1.00,10.10
33.00,3.00,6.00,1.00,9.70
33.00,3.00,6.00,1.00,10.30
33.00,3.00,6.00,1.00,10.40
33.00,3.00,6.00,1.00,11.20
33.00,3.00,6.00,1.00,10.70
33.00,3.00,6.00,1.00,11.00
33.00,3.00,6.00,1.00,9.70
33.00,3.00,6.00,1.00,10.30
33.00,3.00,6.00,1.00,9.70
33.00,3.00,6.00,1.00,10.40
33.00,3.00,6.00,1.00,10.60
33.00,3.00,6.00,1.00,12.30
33.00,3.00,6.00,1.00,9.60
33.00,3.00,6.00,1.00,10.40
33.00,3.00,6.00,1.00,9.80
33.00,3.00,6.00,1.00,10.50
33.00,3.00,6.00,1.00,10.60
33.00,3.00,6.00,1.00,11.00
33.00,3.00,6.00,1.00,10.70
33.00,3.00,6.00,1.00,11.20
33.00,3.00,6.00,1.00,9.90
33.00,3.00,6.00,1.00,10.40
33.00,3.00,6.00,1.00,9.90
33.00,3.00,6.00,1.00,10.50
33.00,3.80,6.00,1.00,13.50
33.00,4.00,6.00,1.00,13.90
33.00,4.00,6.00,1.00,15.10
33.00,4.00,6.00,1.00,14.40
33.00,4.00,6.00,1.00,14.10
33.00,4.00,6.00,1.00,15.10
33.00,3.00,6.00,1.00,9.80
33.00,3.00,6.00,1.00,10.50
33.00,3.00,6.00,1.00,10.80
33.00,3.00,6.00,1.00,11.40
33.00,3.00,6.00,1.00,10.00
33.00,3.00,6.00,1.00,10.50
33.00,3.80,6.00,1.00,11.40
33.00,3.80,6.00,1.00,11.40
33.00,3.80,6.00,1.00,11.40
33.00,3.80,6.00,1.00,11.40
33.00,3.80,6.00,1.00,12.70
33.00,2.00,4.00,1.00,9.40
33.00,2.00,4.00,1.00,9.80
33.00,2.50,4.00,1.00,10.60
33.00,2.50,4.00,1.00,11.00
33.00,2.50,4.00,1.00,9.90
33.00,2.50,4.00,1.00,10.70
33.00,3.00,6.00,1.00,11.40
33.00,2.90,6.00,1.00,11.80
33.00,4.00,8.00,1.00,14.10
33.00,2.00,4.00,1.00,9.40
33.00,2.00,4.00,1.00,9.80
33.00,2.50,4.00,1.00,10.60
33.00,2.50,4.00,1.00,11.00
33.00,2.50,4.00,1.00,9.90
33.00,2.50,4.00,1.00,10.70
33.00,2.00,4.00,1.00,11.30
33.00,3.00,6.00,1.00,11.70
33.00,3.00,6.00,1.00,10.70
33.00,3.00,6.00,1.00,10.90
33.00,3.00,6.00,1.00,10.90
33.00,3.00,6.00,1.00,10.70
33.00,2.90,6.00,1.00,11.20
33.00,2.90,6.00,1.00,11.20
33.00,2.90,6.00,1.00,11.60
33.00,4.00,8.00,1.00,12.60
33.00,4.00,8.00,1.00,13.40
33.00,4.00,8.00,1.00,11.20
33.00,4.00,8.00,1.00,11.20
33.00,4.00,8.00,1.00,11.90
34.00,3.60,6.00,2.00,10.80
34.00,3.60,6.00,2.00,10.40
34.00,5.70,8.00,2.00,13.60
34.00,5.70,8.00,2.00,12.40
34.00,3.60,6.00,2.00,11.10
34.00,5.70,8.00,2.00,13.80
34.00,5.70,8.00,2.00,12.90
34.00,3.00,6.00,3.00,10.40
34.00,3.60,6.00,2.00,11.90
34.00,3.60,6.00,4.00,17.00
34.00,5.70,8.00,2.00,14.80
34.00,5.70,8.00,2.00,13.60
34.00,3.00,6.00,3.00,10.80
34.00,3.60,6.00,2.00,12.60
34.00,3.60,6.00,4.00,18.00
34.00,5.70,8.00,2.00,16.30
34.00,5.70,8.00,2.00,14.00
34.00,2.40,4.00,2.00,9.90
35.00,6.70,12.00,1.00,16.30
35.00,6.60,12.00,1.00,17.00
35.00,6.60,12.00,1.00,17.00
35.00,6.60,12.00,1.00,17.00
35.00,6.70,12.00,1.00,16.30
35.00,6.70,12.00,1.00,16.30
35.00,6.60,12.00,1.00,16.60
36.00,2.40,4.00,2.00,10.40
36.00,2.00,4.00,1.00,8.60
36.00,2.00,4.00,1.00,9.90
36.00,2.00,4.00,2.00,8.10
36.00,2.00,4.00,2.00,9.40
36.00,2.50,4.00,2.00,8.20
36.00,2.00,4.00,2.00,7.50
36.00,2.00,4.00,2.00,8.90
36.00,2.00,4.00,2.00,7.60
36.00,2.00,4.00,2.00,9.00
36.00,2.50,4.00,2.00,8.20
36.00,3.60,6.00,2.00,10.30
36.00,2.50,4.00,2.00,8.50
36.00,3.60,6.00,2.00,10.50
36.00,2.00,4.00,1.00,11.20
36.00,2.00,4.00,1.00,10.00
36.00,2.50,4.00,1.00,12.70
37.00,4.00,6.00,2.00,13.20
37.00,4.00,6.00,2.00,13.20
37.00,2.00,4.00,1.00,8.70
37.00,2.00,4.00,1.00,9.90
37.00,3.50,6.00,2.00,9.40
37.00,2.50,4.00,2.00,6.90
37.00,2.50,4.00,2.00,7.40
37.00,2.50,4.00,2.00,7.50
37.00,3.50,6.00,2.00,9.00
37.00,3.50,6.00,2.00,9.20
37.00,2.50,4.00,2.00,4.90
37.00,2.50,4.00,2.00,5.10
37.00,2.00,4.00,2.00,8.20
37.00,1.80,4.00,2.00,7.50
37.00,1.80,4.00,2.00,7.60
37.00,1.80,4.00,2.00,7.60
37.00,1.80,4.00,2.00,6.90
37.00,2.00,4.00,2.00,6.70
37.00,2.00,4.00,2.00,7.50
37.00,3.50,6.00,2.00,10.30
37.00,3.50,6.00,2.00,10.60
37.00,3.50,6.00,2.00,10.60
37.00,3.50,6.00,2.00,10.40
37.00,3.50,6.00,2.00,8.30
37.00,1.80,4.00,2.00,4.40
37.00,1.80,4.00,2.00,4.70
37.00,1.50,4.00,2.00,5.10
37.00,2.50,4.00,2.00,7.80
37.00,2.50,4.00,2.00,8.30
37.00,2.50,4.00,2.00,6.00
37.00,5.70,8.00,2.00,16.40
37.00,3.50,6.00,2.00,10.80
37.00,3.50,6.00,2.00,11.70
37.00,2.70,4.00,2.00,11.20
37.00,2.70,4.00,2.00,11.70
37.00,3.50,6.00,2.00,11.90
37.00,3.50,6.00,2.00,12.70
37.00,3.50,6.00,2.00,12.90
37.00,5.70,8.00,2.00,15.90
37.00,4.60,8.00,2.00,14.90
37.00,5.70,8.00,2.00,16.30
37.00,1.50,4.00,2.00,6.60
37.00,1.50,4.00,2.00,6.80
37.00,1.50,4.00,2.00,7.40
37.00,1.50,4.00,2.00,7.20
38.00,2.00,4.00,1.00,10.40
38.00,2.00,4.00,2.00,10.50
38.00,3.60,6.00,2.00,12.20
38.00,2.00,4.00,2.00,8.20
38.00,2.00,4.00,2.00,8.20
38.00,1.40,4.00,2.00,7.40
38.00,1.40,4.00,2.00,7.40
38.00,2.00,4.00,2.00,8.60
38.00,2.00,4.00,2.00,8.70
38.00,2.00,4.00,1.00,9.20
38.00,2.00,4.00,1.00,9.90
38.00,1.80,4.00,2.00,9.40
38.00,1.80,4.00,2.00,9.60
38.00,1.40,4.00,2.00,7.60
38.00,1.40,4.00,2.00,7.40
38.00,1.80,4.00,2.00,9.60
38.00,1.80,4.00,2.00,9.30
38.00,1.40,4.00,2.00,7.00
38.00,1.40,4.00,2.00,7.00
38.00,2.00,4.00,2.00,8.40
38.00,2.00,4.00,2.00,8.50
38.00,2.00,4.00,2.00,8.10
38.00,2.00,4.00,2.00,9.50
38.00,2.00,4.00,2.00,9.80
39.00,2.00,4.00,1.00,8.40
39.00,2.00,4.00,1.00,9.40
39.00,2.00,4.00,1.00,9.20
39.00,2.00,4.00,1.00,9.40
39.00,2.00,4.00,1.00,8.40
39.00,2.00,4.00,1.00,9.40
39.00,2.00,4.00,1.00,9.30
39.00,2.00,4.00,1.00,9.40
39.00,2.00,4.00,1.00,10.00
39.00,2.00,4.00,1.00,9.00
39.00,2.00,4.00,1.00,10.00
39.00,2.00,4.00,1.00,10.40
39.00,2.00,4.00,1.00,10.00
39.00,2.00,4.00,1.00,10.70
